ObjetId;Descriptif;DATE;NOTATEUR;NMASSIF;NUM_PLAC;ETAT_SAN;G;REC_SUP2;REC_LIGN;DIST_MAX;R_MAX;Coupe2020;REMARQUE;MORTAL01;MRAMIF01;VISIH_01;MORTAL02;MRAMIF02;VISIH_02;MORTAL03;MRAMIF03;VISIH_03;MORTAL04;MRAMIF04;VISIH_04;MORTAL05;MRAMIF05;VISIH_05;MORTAL06;MRAMIF06;VISIH_06;MORTAL07;MRAMIF07;VISIH_07;MORTAL08;MRAMIF08;VISIH_08;MORTAL09;MRAMIF09;VISIH_09;MORTAL10;MRAMIF10;VISIH_10;MORTAL11;MRAMIF11;VISIH_11;MORTAL12;MRAMIF12;VISIH_12;MORTAL13;MRAMIF13;VISIH_13;MORTAL14;MRAMIF14;VISIH_14;MORTAL15;MRAMIF15;VISIH_15;MORTAL16;MRAMIF16;VISIH_16;MORTAL17;MRAMIF17;VISIH_17;MORTAL18;MRAMIF18;VISIH_18;MORTAL19;MRAMIF19;VISIH_19;MORTAL20;MRAMIF20;VISIH_20;geometry
999;papier;20/06/2022;SYCH-VINET;RONQUEUX;173;0-20;29;25-50;50-75;25;30;NON;;0;0;;1;1;;1;1;;1;1;;0;0;;1;1;;0;0;;0;0;;1;1;;0;0;;1;0;;1;2;;0;0;;1;1;;0;0;;1;1;;1;0;;2;2;;0;1;;0;1;;POINT (625084.08131225593388081 6838595.13647275511175394)
